"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 07, 2016","6,310.69","6,284.07","6,330.41","6,280.39","25.06M","0.48%"
"Jul 05, 2016","6,280.39","6,254.12","6,291.00","6,250.12","18.85M","0.41%"
"Jul 04, 2016","6,254.77","6,283.99","6,291.35","6,254.77","11.45M","-0.51%"
"Jul 01, 2016","6,287.09","6,280.09","6,292.68","6,277.97","10.84M","0.06%"
"Jun 30, 2016","6,283.27","6,291.14","6,309.33","6,280.77","25.36M","-0.12%"
"Jun 29, 2016","6,290.89","6,308.26","6,311.46","6,282.63","30.34M","-0.26%"
"Jun 28, 2016","6,307.40","6,318.76","6,344.43","6,307.40","11.88M","-0.17%"
"Jun 27, 2016","6,318.21","6,368.10","6,370.79","6,318.21","18.93M","-0.81%"
"Jun 24, 2016","6,370.11","6,392.53","6,398.06","6,358.92","17.03M","-0.44%"
"Jun 23, 2016","6,398.06","6,422.20","6,427.02","6,398.06","9.09M","-0.35%"
"Jun 22, 2016","6,420.80","6,446.81","6,457.81","6,420.80","16.50M","-0.40%"
"Jun 21, 2016","6,446.88","6,462.19","6,468.70","6,442.03","11.42M","-0.22%"
"Jun 20, 2016","6,461.12","6,466.40","6,467.89","6,458.43","10.30M","-0.08%"
"Jun 17, 2016","6,465.99","6,434.97","6,469.31","6,433.75","15.67M","0.47%"
"Jun 16, 2016","6,435.77","6,501.37","6,503.06","6,431.78","15.00M","-1.00%"
"Jun 15, 2016","6,500.64","6,519.75","6,524.11","6,499.77","17.67M","-0.27%"
"Jun 14, 2016","6,518.08","6,538.35","6,541.21","6,518.08","18.21M","-0.31%"
"Jun 13, 2016","6,538.25","6,532.52","6,546.95","6,530.50","30.94M","0.12%"
"Jun 10, 2016","6,530.50","6,529.49","6,540.97","6,525.26","17.58M","0.04%"
"Jun 09, 2016","6,528.03","6,528.53","6,549.11","6,524.58","11.13M","0.03%"
"Jun 08, 2016","6,526.12","6,522.72","6,538.25","6,522.59","15.05M","0.03%"
"Jun 07, 2016","6,524.00","6,517.39","6,538.19","6,515.37","72.88M","0.08%"
"Jun 06, 2016","6,518.98","6,525.52","6,549.47","6,518.98","33.16M","-0.00%"
"Jun 03, 2016","6,519.23","6,523.23","6,531.98","6,513.39","39.60M","-0.07%"
"Jun 02, 2016","6,523.84","6,543.79","6,545.80","6,523.84","27.37M","-0.29%"
"Jun 01, 2016","6,542.75","6,553.29","6,563.27","6,542.75","18.61M","-0.12%"
"May 31, 2016","6,550.51","6,551.62","6,558.66","6,543.37","16.22M","-0.04%"
"May 30, 2016","6,552.85","6,571.92","6,582.18","6,552.68","10.13M","-0.28%"
"May 27, 2016","6,571.21","6,567.98","6,581.27","6,552.00","15.26M","0.04%"
"May 26, 2016","6,568.76","6,582.97","6,593.82","6,564.09","17.58M","-0.22%"
"May 25, 2016","6,583.49","6,572.08","6,593.13","6,570.58","18.26M","0.20%"
"May 24, 2016","6,570.58","6,633.29","6,637.62","6,553.69","22.63M","-0.95%"
"May 20, 2016","6,633.27","6,649.72","6,655.43","6,622.52","25.67M","-0.22%"
"May 19, 2016","6,648.13","6,680.12","6,686.18","6,648.13","48.15M","-0.48%"
"May 18, 2016","6,680.15","6,673.64","6,688.38","6,662.14","24.59M","0.14%"
"May 17, 2016","6,670.79","6,708.04","6,718.86","6,669.87","32.17M","-0.56%"
"May 16, 2016","6,708.40","6,680.89","6,711.39","6,679.84","19.15M","0.43%"
"May 13, 2016","6,679.84","6,657.17","6,696.53","6,656.12","27.07M","0.36%"
"May 12, 2016","6,656.12","6,661.79","6,670.69","6,633.65","22.23M","-0.08%"
"May 11, 2016","6,661.45","6,638.85","6,669.33","6,637.74","28.35M","0.36%"
"May 10, 2016","6,637.74","6,594.67","6,647.84","6,593.69","24.08M","0.65%"
"May 09, 2016","6,594.80","6,595.30","6,605.90","6,592.40","60.20M","0.04%"
"May 06, 2016","6,592.45","6,581.43","6,599.18","6,578.34","27.53M","0.21%"
"May 05, 2016","6,578.34","6,568.73","6,587.27","6,552.39","34.63M","0.14%"
"May 04, 2016","6,568.85","6,585.40","6,608.55","6,556.71","36.36M","-0.22%"
"May 03, 2016","6,583.10","6,520.22","6,583.10","6,516.26","23.91M","1.03%"
"Apr 29, 2016","6,516.26","6,444.64","6,527.25","6,442.53","40.19M","1.14%"
"Apr 28, 2016","6,442.53","6,436.52","6,443.39","6,429.71","16.05M","0.13%"
"Apr 27, 2016","6,434.24","6,405.19","6,442.04","6,404.71","15.47M","0.45%"
"Apr 26, 2016","6,405.29","6,380.89","6,413.64","6,370.41","19.67M","0.40%"
"Apr 25, 2016","6,379.53","6,419.51","6,422.91","6,375.49","18.51M","-0.67%"
"Apr 22, 2016","6,422.65","6,423.17","6,433.81","6,420.03","35.45M","-0.01%"
"Apr 20, 2016","6,423.13","6,388.55","6,424.59","6,387.85","36.26M","0.55%"
"Apr 19, 2016","6,387.85","6,382.44","6,396.18","6,380.84","44.17M","0.09%"
"Apr 18, 2016","6,382.31","6,410.18","6,410.18","6,369.78","58.32M","-0.30%"
"Apr 15, 2016","6,401.32","6,354.41","6,409.83","6,353.20","44.07M","0.76%"
"Apr 12, 2016","6,353.20","6,274.70","6,364.13","6,273.78","41.04M","1.24%"
"Apr 11, 2016","6,275.62","6,274.59","6,283.62","6,259.27","17.68M","0.00%"
"Apr 08, 2016","6,275.62","6,234.17","6,281.49","6,230.19","36.70M","0.73%"
"Apr 07, 2016","6,230.19","6,167.48","6,236.32","6,165.11","32.61M","1.06%"
"Apr 06, 2016","6,165.11","6,160.82","6,167.75","6,153.22","18.18M","0.10%"
"Apr 05, 2016","6,159.02","6,079.91","6,166.12","6,079.15","25.96M","1.31%"
"Apr 04, 2016","6,079.15","6,086.42","6,091.35","6,078.55","23.53M","-0.06%"
"Apr 01, 2016","6,083.01","6,065.04","6,103.39","6,059.46","74.69M","0.06%"
"Mar 31, 2016","6,079.15","6,086.42","6,091.35","6,078.55","23.53M","0.63%"
"Mar 30, 2016","6,040.99","6,033.64","6,056.72","6,029.53","35.83M","0.15%"
"Mar 29, 2016","6,031.85","6,063.43","6,064.71","6,021.90","8.43M","-0.50%"
"Mar 28, 2016","6,062.05","6,095.74","6,102.79","6,051.44","17.15M","-0.50%"
"Mar 24, 2016","6,092.45","6,073.77","6,099.70","6,073.50","9.74M","0.31%"
"Mar 23, 2016","6,073.50","6,091.07","6,107.14","6,045.94","17.28M","-0.25%"
"Mar 21, 2016","6,088.57","6,060.45","6,103.42","6,057.12","14.45M","0.51%"
"Mar 18, 2016","6,057.79","6,069.81","6,069.81","6,036.11","45.37M","-0.17%"
"Mar 17, 2016","6,068.17","6,019.81","6,074.28","6,019.28","24.20M","0.78%"
"Mar 16, 2016","6,021.37","5,970.48","6,039.38","5,970.36","24.86M","0.85%"
"Mar 15, 2016","5,970.40","5,979.31","5,984.42","5,967.34","14.65M","-0.15%"
"Mar 14, 2016","5,979.43","6,020.39","6,029.24","5,975.16","21.65M","-0.67%"
"Mar 11, 2016","6,019.95","5,952.36","6,028.24","5,948.23","24.88M","1.21%"
"Mar 10, 2016","5,948.23","5,862.51","5,956.47","5,858.04","336.02M","1.46%"
"Mar 09, 2016","5,862.35","5,933.22","5,934.72","5,802.02","67.16M","-1.22%"
"Mar 08, 2016","5,934.72","6,058.52","6,058.52","5,932.54","31.50M","-2.02%"
"Mar 04, 2016","6,057.22","6,053.71","6,065.35","6,050.42","10.56M","-0.06%"
"Mar 03, 2016","6,060.91","6,078.13","6,083.39","6,049.91","20.10M","-0.29%"
"Mar 02, 2016","6,078.41","6,113.35","6,115.17","6,075.59","60.39M","-0.57%"
"Mar 01, 2016","6,113.40","6,190.07","6,197.73","6,113.40","29.15M","-1.27%"
"Feb 29, 2016","6,191.81","6,205.34","6,215.14","6,191.81","22.72M","-0.20%"
"Feb 26, 2016","6,203.98","6,203.65","6,209.13","6,200.21","17.83M","0.02%"
"Feb 25, 2016","6,202.64","6,217.29","6,229.83","6,201.42","27.99M","-0.24%"
"Feb 24, 2016","6,217.64","6,227.87","6,230.98","6,208.20","35.17M","-0.18%"
"Feb 23, 2016","6,228.99","6,253.88","6,259.29","6,228.32","51.27M","-0.35%"
"Feb 19, 2016","6,250.78","6,209.99","6,250.78","6,208.89","62.09M","0.67%"
"Feb 18, 2016","6,208.89","6,226.84","6,239.98","6,205.71","14.74M","-0.19%"
"Feb 17, 2016","6,220.82","6,254.15","6,258.85","6,220.82","15.35M","-0.53%"
"Feb 16, 2016","6,254.16","6,270.15","6,282.35","6,252.62","10.71M","-0.19%"
"Feb 15, 2016","6,266.17","6,297.61","6,302.63","6,265.71","16.71M","-0.27%"
"Feb 12, 2016","6,283.00","6,315.10","6,322.65","6,280.14","12.86M","-0.50%"
"Feb 11, 2016","6,314.82","6,369.55","6,370.85","6,313.59","16.37M","-0.78%"
"Feb 10, 2016","6,364.40","6,374.14","6,380.10","6,364.40","7.15M","-0.13%"
"Feb 09, 2016","6,372.71","6,401.32","6,401.66","6,372.71","8.09M","-0.45%"
"Feb 08, 2016","6,401.66","6,405.36","6,418.91","6,394.07","9.24M","-0.05%"
"Feb 05, 2016","6,404.64","6,396.35","6,417.85","6,396.27","7.26M","0.03%"
"Feb 03, 2016","6,402.80","6,430.01","6,438.62","6,398.97","11.22M","-0.36%"
"Feb 02, 2016","6,425.96","6,363.75","6,434.11","6,363.18","331.03M","0.99%"
"Feb 01, 2016","6,363.18","6,343.14","6,378.22","6,340.05","9.26M","0.36%"
"Jan 29, 2016","6,340.05","6,319.86","6,361.37","6,319.86","10.03M","0.32%"
"Jan 28, 2016","6,319.89","6,316.79","6,333.41","6,314.91","10.64M","0.05%"
"Jan 27, 2016","6,316.46","6,329.11","6,331.28","6,311.39","29.92M","-0.10%"
"Jan 26, 2016","6,322.87","6,357.28","6,372.23","6,322.87","39.63M","-0.50%"
"Jan 25, 2016","6,354.83","6,393.60","6,394.63","6,342.09","15.47M","-0.43%"
"Jan 22, 2016","6,382.24","6,354.81","6,409.43","6,349.71","73.45M","0.51%"
"Jan 21, 2016","6,349.71","6,263.82","6,373.02","6,261.18","32.26M","1.41%"
"Jan 20, 2016","6,261.18","6,286.80","6,319.71","6,261.18","27.41M","-0.35%"
"Jan 19, 2016","6,283.24","6,324.19","6,349.83","6,235.13","39.80M","-0.65%"
"Jan 18, 2016","6,324.61","6,449.43","6,466.47","6,321.89","27.95M","-1.89%"
"Jan 14, 2016","6,446.20","6,556.17","6,563.16","6,446.20","38.91M","-1.65%"
"Jan 13, 2016","6,554.37","6,534.13","6,587.24","6,532.26","21.10M","0.31%"
"Jan 12, 2016","6,534.35","6,649.95","6,650.64","6,527.39","30.11M","-1.74%"
"Jan 11, 2016","6,650.32","6,726.71","6,726.71","6,649.07","20.24M","-1.13%"
"Jan 08, 2016","6,726.28","6,775.28","6,775.28","6,719.80","22.32M","-0.72%"
"Jan 07, 2016","6,775.27","6,818.20","6,820.79","6,774.82","25.17M","-0.62%"
"Jan 06, 2016","6,817.65","6,846.00","6,848.06","6,817.36","67.02M","-0.40%"
"Jan 05, 2016","6,845.30","6,869.05","6,870.74","6,842.77","43.73M","-0.33%"
"Jan 04, 2016","6,867.62","6,894.81","6,912.11","6,862.16","16.55M","-0.39%"
"Dec 31, 2015","6,894.50","6,872.90","6,894.50","6,843.00","16.06M","0.35%"
"Dec 30, 2015","6,870.63","6,847.95","6,870.63","6,839.95","15.75M","0.33%"
"Dec 29, 2015","6,847.74","6,829.27","6,847.74","6,828.51","8.22M","0.28%"
"Dec 28, 2015","6,828.51","6,854.78","6,859.09","6,828.51","4.78M","-0.44%"
"Dec 23, 2015","6,858.64","6,854.33","6,861.93","6,846.27","7.33M","0.06%"
"Dec 22, 2015","6,854.57","6,882.31","6,883.70","6,854.57","5.90M","-0.39%"
"Dec 21, 2015","6,881.75","6,885.12","6,891.73","6,875.49","18.30M","-0.04%"
"Dec 18, 2015","6,884.69","6,859.14","6,887.30","6,858.92","17.25M","0.36%"
"Dec 17, 2015","6,859.99","6,834.00","6,859.99","6,833.51","24.37M","0.39%"
"Dec 16, 2015","6,833.51","6,822.52","6,844.40","6,820.51","255.38M","0.19%"
"Dec 15, 2015","6,820.77","6,803.17","6,827.12","6,803.08","12.20M","0.26%"
"Dec 14, 2015","6,803.08","6,832.75","6,839.36","6,802.38","11.04M","-0.43%"
"Dec 11, 2015","6,832.35","6,823.95","6,842.72","6,822.59","21.68M","0.12%"
"Dec 10, 2015","6,823.91","6,841.59","6,842.31","6,819.16","333.11M","-0.26%"
"Dec 09, 2015","6,841.55","6,849.43","6,849.45","6,840.57","19.67M","-0.11%"
"Dec 08, 2015","6,849.09","6,858.66","6,867.86","6,845.66","20.11M","-0.14%"
"Dec 07, 2015","6,858.63","6,870.79","6,873.85","6,854.79","13.36M","-0.16%"
"Dec 04, 2015","6,869.56","6,880.79","6,881.14","6,855.96","6.49M","-0.16%"
"Dec 03, 2015","6,880.66","6,863.73","6,881.99","6,862.79","17.70M","0.26%"
"Dec 02, 2015","6,862.79","6,891.22","6,906.30","6,862.79","39.83M","-0.47%"
"Dec 01, 2015","6,895.19","6,909.32","6,920.00","6,895.19","14.21M","-0.20%"
"Nov 30, 2015","6,909.15","6,954.29","6,961.41","6,909.15","16.64M","-0.75%"
"Nov 27, 2015","6,961.41","6,964.30","6,974.14","6,958.29","14.94M","-0.03%"
"Nov 26, 2015","6,963.37","7,002.46","7,009.99","6,961.45","23.95M","-0.67%"
"Nov 24, 2015","7,009.99","7,056.83","7,058.13","7,004.21","19.43M","-0.65%"
"Nov 23, 2015","7,055.84","7,025.55","7,072.67","7,017.44","37.47M","0.55%"
"Nov 20, 2015","7,017.44","7,021.30","7,024.68","6,997.05","17.11M","-0.04%"
"Nov 19, 2015","7,020.18","6,988.78","7,033.11","6,981.97","32.85M","0.55%"
"Nov 18, 2015","6,981.97","6,978.22","6,983.17","6,974.75","18.91M","0.06%"
"Nov 17, 2015","6,977.95","6,964.96","6,982.70","6,960.85","46.81M","0.17%"
"Nov 16, 2015","6,965.98","7,005.67","7,015.00","6,965.98","30.52M","-0.51%"
"Nov 13, 2015","7,001.81","7,003.47","7,016.37","6,997.63","37.38M","-0.06%"
"Nov 12, 2015","7,006.35","7,017.48","7,019.23","6,997.07","579.80M","-0.18%"
"Nov 11, 2015","7,019.23","7,045.55","7,050.21","7,014.50","26.42M","-0.44%"
"Nov 09, 2015","7,050.21","7,059.68","7,064.88","7,042.89","15.07M","-0.13%"
"Nov 06, 2015","7,059.48","7,033.46","7,076.43","7,017.39","40.85M","0.60%"
"Nov 05, 2015","7,017.39","7,005.12","7,025.35","6,997.51","48.46M","0.20%"
"Nov 04, 2015","7,003.57","7,000.33","7,007.56","6,984.16","15.78M","0.05%"
"Nov 03, 2015","7,000.41","7,029.93","7,037.15","6,998.39","12.18M","-0.41%"
"Nov 02, 2015","7,029.07","7,044.26","7,050.42","7,029.07","15.69M","-0.18%"
"Oct 30, 2015","7,042.06","7,071.12","7,071.62","7,042.06","37.45M","-0.40%"
"Oct 29, 2015","7,070.13","7,096.31","7,107.10","7,070.13","21.56M","-0.34%"
"Oct 28, 2015","7,094.09","7,086.43","7,101.80","7,083.48","31.99M","0.15%"
"Oct 26, 2015","7,083.48","7,084.20","7,090.79","7,079.00","481.35M","0.03%"
"Oct 23, 2015","7,081.49","7,069.04","7,093.50","7,066.56","1.08B","0.18%"
"Oct 22, 2015","7,068.85","7,056.31","7,083.67","7,055.67","778.77M","0.19%"
"Oct 21, 2015","7,055.67","7,046.85","7,064.98","7,041.26","1.06B","0.20%"
"Oct 20, 2015","7,041.26","7,019.66","7,053.68","7,014.51","969.62M","0.29%"
"Oct 19, 2015","7,020.74","7,032.82","7,040.24","7,020.24","1.20B","0.00%"
"Oct 16, 2015","7,020.74","7,032.82","7,040.24","7,020.24","20.54M","-0.14%"
"Oct 15, 2015","7,030.45","7,041.21","7,043.15","7,025.24","47.51M","-0.14%"
"Oct 14, 2015","7,040.32","7,080.31","7,088.36","7,039.69","23.66M","-0.54%"
"Oct 13, 2015","7,078.45","7,094.71","7,116.48","7,078.45","39.34M","-0.30%"
"Oct 12, 2015","7,100.00","7,103.45","7,120.34","7,093.26","52.65M","0.06%"
"Oct 09, 2015","7,096.06","7,084.26","7,112.36","7,084.26","41.96M","0.15%"
"Oct 08, 2015","7,085.65","7,085.88","7,097.08","7,072.59","55.02M","0.00%"
"Oct 07, 2015","7,085.45","7,083.94","7,094.97","7,082.81","23.99M","-0.01%"
"Oct 06, 2015","7,085.93","7,089.70","7,105.08","7,079.24","25.77M","-0.04%"
"Oct 05, 2015","7,089.06","7,109.06","7,127.97","7,084.38","30.69M","-0.23%"
"Oct 02, 2015","7,105.54","7,081.06","7,115.44","7,076.51","27.56M","0.35%"
"Oct 01, 2015","7,080.48","7,053.33","7,086.29","7,050.87","25.95M","0.42%"
"Sep 30, 2015","7,050.87","7,086.66","7,095.75","7,050.87","43.29M","-0.49%"
"Sep 29, 2015","7,085.38","7,082.76","7,099.47","7,078.64","28.70M","0.10%"
"Sep 28, 2015","7,078.64","7,113.15","7,113.70","7,078.64","45.90M","-0.45%"
"Sep 25, 2015","7,110.80","7,120.41","7,127.76","7,106.92","34.54M","-0.06%"
"Sep 23, 2015","7,114.83","7,119.74","7,136.11","7,107.70","29.69M","-0.05%"
"Sep 22, 2015","7,118.38","7,104.88","7,130.29","7,101.22","40.82M","0.20%"
"Sep 21, 2015","7,104.37","7,110.20","7,116.85","7,101.67","15.48M","-0.05%"
"Sep 18, 2015","7,107.87","7,115.08","7,119.77","7,102.37","12.99M","-0.08%"
"Sep 17, 2015","7,113.51","7,138.67","7,147.07","7,109.31","20.70M","-0.33%"
"Sep 16, 2015","7,137.40","7,152.77","7,161.23","7,126.64","18.41M","-0.21%"
"Sep 15, 2015","7,152.43","7,162.36","7,175.54","7,148.25","15.72M","-0.14%"
"Sep 14, 2015","7,162.44","7,154.76","7,166.94","7,153.49","17.54M","0.13%"
"Sep 11, 2015","7,153.49","7,162.86","7,167.95","7,149.55","19.42M","-0.09%"
"Sep 10, 2015","7,159.94","7,187.20","7,189.58","7,157.12","20.61M","-0.32%"
"Sep 09, 2015","7,183.25","7,126.39","7,186.38","7,124.46","21.68M","0.83%"
"Sep 08, 2015","7,124.46","7,149.25","7,157.85","7,121.29","16.72M","-0.35%"
"Sep 07, 2015","7,149.70","7,211.78","7,223.32","7,149.70","16.60M","-0.91%"
"Sep 04, 2015","7,215.11","7,249.74","7,252.60","7,215.11","17.34M","-0.42%"
"Sep 03, 2015","7,245.50","7,240.57","7,262.13","7,239.72","13.06M","0.07%"
"Sep 02, 2015","7,240.39","7,299.15","7,299.20","7,240.39","17.69M","-0.80%"
"Sep 01, 2015","7,298.75","7,306.87","7,326.26","7,298.75","35.55M","-0.11%"
"Aug 31, 2015","7,306.94","7,354.90","7,359.09","7,304.80","27.57M","-0.59%"
"Aug 28, 2015","7,350.52","7,274.73","7,362.53","7,273.14","44.42M","1.06%"
"Aug 27, 2015","7,273.14","7,241.86","7,288.77","7,240.10","32.37M","0.46%"
"Aug 26, 2015","7,240.10","7,229.28","7,287.87","7,228.38","50.00M","0.12%"
"Aug 25, 2015","7,231.58","7,330.62","7,343.71","7,231.58","60.38M","-1.36%"
"Aug 24, 2015","7,331.09","7,471.16","7,473.51","7,324.93","390.86M","-1.87%"
"Aug 21, 2015","7,471.17","7,449.06","7,479.37","7,449.06","43.39M","0.29%"
"Aug 20, 2015","7,449.82","7,498.34","7,500.14","7,445.25","47.49M","-0.65%"
"Aug 19, 2015","7,498.78","7,498.76","7,531.28","7,498.70","87.86M","0.00%"
"Aug 18, 2015","7,498.70","7,501.10","7,526.07","7,492.04","56.71M","0.09%"
"Aug 17, 2015","7,492.04","7,469.75","7,504.18","7,462.34","47.66M","-0.09%"
"Aug 14, 2015","7,498.70","7,501.10","7,526.07","7,492.04","56.71M","0.75%"
"Aug 13, 2015","7,442.75","7,474.87","7,482.52","7,432.55","36.48M","-0.39%"
"Aug 12, 2015","7,471.90","7,458.65","7,490.45","7,458.65","47.90M","0.17%"
"Aug 11, 2015","7,458.92","7,379.99","7,468.74","7,377.94","50.28M","1.10%"
"Aug 10, 2015","7,377.94","7,371.05","7,385.11","7,365.19","44.67M","0.10%"
"Aug 07, 2015","7,370.60","7,380.40","7,392.59","7,368.53","35.47M","-0.09%"
"Aug 06, 2015","7,377.24","7,368.38","7,388.02","7,366.31","78.63M","0.15%"
"Aug 05, 2015","7,366.31","7,315.94","7,379.69","7,310.05","64.73M","0.77%"
"Aug 04, 2015","7,310.05","7,336.55","7,345.18","7,308.15","39.38M","-0.36%"
"Aug 03, 2015","7,336.59","7,334.11","7,358.09","7,327.84","32.43M","0.06%"
"Jul 30, 2015","7,332.05","7,325.50","7,340.24","7,312.76","84.20M","0.25%"
"Jul 29, 2015","7,313.97","7,270.39","7,323.17","7,261.07","54.56M","0.73%"
"Jul 28, 2015","7,261.07","7,247.78","7,275.45","7,245.98","30.75M","0.19%"
"Jul 27, 2015","7,247.23","7,267.12","7,280.59","7,243.01","31.19M","-0.30%"
"Jul 24, 2015","7,269.05","7,214.67","7,269.62","7,212.62","43.22M","0.78%"
"Jul 23, 2015","7,212.62","7,202.62","7,231.08","7,199.63","66.98M","0.18%"
"Jul 22, 2015","7,199.63","7,145.92","7,206.35","7,145.59","45.75M","0.76%"
"Jul 21, 2015","7,145.59","7,148.49","7,158.46","7,144.30","19.14M","-0.03%"
"Jul 20, 2015","7,147.86","7,162.70","7,177.40","7,147.86","26.47M","-0.20%"
"Jul 17, 2015","7,161.96","7,127.48","7,172.67","7,124.14","47.21M","0.53%"
"Jul 16, 2015","7,124.14","7,068.92","7,133.28","7,066.19","35.75M","0.82%"
"Jul 15, 2015","7,066.19","7,030.63","7,085.00","7,027.00","15.88M","0.56%"
"Jul 14, 2015","7,027.00","7,003.96","7,034.80","7,002.78","10.98M","0.61%"
"Jul 13, 2015","6,984.12","6,946.15","6,993.99","6,946.03","32.10M","0.00%"
"Jul 10, 2015","6,984.12","6,946.15","6,993.99","6,946.03","31.93M","0.53%"
"Jul 09, 2015","6,947.05","6,925.33","6,947.05","6,921.64","72.69M","0.34%"
"Jul 08, 2015","6,923.79","6,967.41","6,967.78","6,923.79","12.47M","-0.63%"
"Jul 07, 2015","6,967.78","6,991.71","6,998.43","6,966.81","17.06M","-0.31%"
"Jul 06, 2015","6,989.41","7,010.51","7,024.67","6,989.31","19.00M","-0.25%"
"Jul 03, 2015","7,007.05","6,982.96","7,016.57","6,982.72","96.71M","0.35%"
"Jul 02, 2015","6,982.80","7,018.27","7,020.86","6,982.80","19.30M","-0.54%"
"Jun 30, 2015","7,020.80","7,032.95","7,035.01","7,012.12","22.17M","-0.16%"
"Jun 29, 2015","7,032.15","7,024.06","7,043.20","7,016.20","20.18M","0.23%"
"Jun 26, 2015","7,016.20","7,031.05","7,035.31","7,015.87","25.58M","-0.22%"
"Jun 25, 2015","7,031.33","7,054.78","7,058.02","7,031.33","17.50M","-0.32%"
"Jun 24, 2015","7,053.83","7,054.59","7,072.85","7,045.56","24.69M","-0.00%"
"Jun 23, 2015","7,053.96","7,040.76","7,066.89","7,039.65","47.13M","0.20%"
"Jun 22, 2015","7,039.65","7,037.04","7,052.47","7,026.65","24.26M","0.06%"
"Jun 19, 2015","7,035.15","7,065.94","7,068.65","7,032.85","30.03M","-0.41%"
"Jun 18, 2015","7,064.15","7,051.47","7,065.93","7,048.18","41.13M","0.20%"
"Jun 17, 2015","7,049.71","7,045.36","7,069.41","7,035.81","181.18M","0.07%"
"Jun 16, 2015","7,044.60","7,081.07","7,088.22","7,042.87","19.84M","-0.49%"
"Jun 15, 2015","7,078.97","7,071.76","7,086.84","7,061.28","23.02M","0.25%"
"Jun 12, 2015","7,061.28","7,054.20","7,065.09","7,040.08","35.78M","0.14%"
"Jun 11, 2015","7,051.52","7,063.34","7,080.73","7,051.52","26.15M","-0.17%"
"Jun 10, 2015","7,063.45","7,066.53","7,077.06","7,052.98","15.30M","-0.05%"
"Jun 09, 2015","7,067.11","7,077.55","7,090.26","7,067.11","14.99M","-0.16%"
"Jun 08, 2015","7,078.66","7,122.62","7,135.13","7,078.66","16.79M","-0.62%"
"Jun 05, 2015","7,122.73","7,129.68","7,156.80","7,120.91","18.51M","0.03%"
"Jun 04, 2015","7,120.91","7,147.85","7,158.94","7,120.91","28.74M","-0.40%"
"Jun 03, 2015","7,149.46","7,196.22","7,199.81","7,133.57","34.39M","-0.64%"
"Jun 01, 2015","7,195.19","7,228.67","7,231.04","7,195.19","30.56M","-0.35%"
"May 29, 2015","7,220.29","7,255.88","7,270.33","7,220.29","39.72M","-0.49%"
"May 28, 2015","7,255.71","7,255.76","7,270.55","7,253.36","28.84M","0.03%"
"May 27, 2015","7,253.50","7,266.11","7,277.05","7,253.50","34.40M","-0.11%"
"May 26, 2015","7,261.78","7,293.59","7,314.66","7,261.78","28.83M","-0.32%"
"May 25, 2015","7,284.76","7,293.96","7,302.34","7,261.25","37.99M","-0.05%"
"May 22, 2015","7,288.74","7,276.04","7,294.52","7,273.57","38.06M","0.21%"
"May 21, 2015","7,273.69","7,292.61","7,299.87","7,273.69","51.28M","-0.22%"
"May 20, 2015","7,289.77","7,267.81","7,296.94","7,266.20","55.46M","0.07%"
"May 19, 2015","7,284.76","7,293.96","7,302.34","7,261.25","37.99M","0.41%"
"May 18, 2015","7,255.02","7,260.84","7,277.14","7,246.53","34.36M","-0.05%"
"May 15, 2015","7,258.67","7,240.45","7,267.10","7,236.87","32.93M","0.30%"
"May 14, 2015","7,236.87","7,244.15","7,255.55","7,234.86","46.34M","-0.11%"
"May 13, 2015","7,245.05","7,262.68","7,272.41","7,243.69","52.38M","-0.19%"
"May 12, 2015","7,258.61","7,210.58","7,265.52","7,210.58","32.97M","0.62%"
"May 11, 2015","7,213.63","7,218.58","7,222.48","7,209.46","20.34M","0.02%"
"May 08, 2015","7,212.47","7,214.30","7,228.80","7,212.28","27.99M","-0.01%"
"May 07, 2015","7,212.90","7,191.47","7,212.90","7,186.99","80.63M","0.29%"
"May 06, 2015","7,192.29","7,203.53","7,208.09","7,180.55","49.83M","-0.14%"
"May 05, 2015","7,202.11","7,182.39","7,206.47","7,179.00","28.43M","0.32%"
"Apr 30, 2015","7,179.00","7,180.29","7,193.88","7,172.43","41.42M","0.08%"
"Apr 29, 2015","7,173.37","7,139.41","7,185.01","7,134.43","38.39M","0.55%"
"Apr 28, 2015","7,134.43","7,126.41","7,144.80","7,125.12","33.50M","0.13%"
"Apr 27, 2015","7,125.12","7,129.82","7,132.04","7,111.24","61.83M","-0.07%"
"Apr 24, 2015","7,129.78","7,115.29","7,144.98","7,114.39","28.31M","0.22%"
"Apr 23, 2015","7,114.39","7,119.61","7,125.73","7,103.62","22.88M","-0.04%"
"Apr 22, 2015","7,117.13","7,096.70","7,117.13","7,069.41","23.51M","0.26%"
"Apr 21, 2015","7,098.60","7,078.99","7,107.40","7,078.38","21.60M","0.26%"
"Apr 20, 2015","7,080.38","7,088.39","7,096.17","7,043.47","19.65M","-0.09%"
"Apr 17, 2015","7,086.41","7,082.14","7,098.26","7,066.52","17.31M","0.00%"
"Apr 16, 2015","7,086.41","7,082.14","7,098.26","7,066.52","17.31M","1.51%"
"Apr 15, 2015","6,981.03","6,903.42","6,981.03","6,901.06","24.03M","1.16%"
"Apr 10, 2015","6,901.06","6,899.04","6,914.65","6,896.28","74.97M","0.03%"
"Apr 09, 2015","6,899.29","6,914.78","6,916.38","6,899.29","71.27M","-0.21%"
"Apr 08, 2015","6,913.73","6,927.25","6,935.11","6,906.74","20.46M","-0.20%"
"Apr 07, 2015","6,927.25","6,916.94","6,938.17","6,903.21","11.74M","0.14%"
